instrument,exchange,symbol,price,index_price,price_change_24h_pct,volume_24h_usd,volume_usd_change_percent_24h,long_volume_usd,short_volume_usd,long_volume_quantity,short_volume_quantity,open_interest_quantity,open_interest_usd,open_interest_change_percent_24h,funding_rate,next_funding_timestamp,open_interest_volume_radio,oi_vol_ratio_change_percent_24h,requested_instrument,long_liquidation_usd,short_liquidation_usd,funding_rate_pct,fetch_timestamp
IP-USDT,HTX,IP/USDT,0.43508,0.4321625,0.03,34598.90314,20.9,13511.53692,21087.36642,1158,2028,79724.0,34795.5398,3.81,0.005,1780243200000.0,1.0057,-14.13,IP,,,0.5,2026-05-31 22:11:46.810970
IP-USD,Extended,IP/USD,0.4291,0.43188585,-0.6,27804.66,-21.48,15402.85,12401.81,60,30,124966.0,53852.49801,-6.43,0.0013,,1.9368,19.16,IP,,,0.13,2026-05-31 22:11:46.810970
IP-USDC,Lighter,IP/USDC,0.4317,0.4318,0.0,14469.0564,-81.93,3638.5332,10830.5232,593,621,668736.9,288827.46711,0.11,0.0012,,19.9617,454.06,IP,0.0,0.0,0.12,2026-05-31 22:11:46.810970
IPPERP,Bybit,IP/USDC,0.4312,0.4317,0.35,3826.197,-79.8,2190.87,1635.327,66,48,73462.2,31698.94,0.53,0.005,1780243200000.0,8.2847,397.76,IP,,,0.5,2026-05-31 22:11:46.810970
IPUSD-PERP,Crypto.com,IP/USD,0.4298,0.4318,-2.74,830.41,592.53,505.24,325.16,22,11,47956.0,20611.4888,-1.44,0.0042675,1780239600000.0,24.8209,-85.77,IP,,,0.4268,2026-05-31 22:11:46.810970
PF_IPUSD,Kraken,IP/USDT,0.433,0.43194,0.0,153.5,-97.0,3.51,149.99,1,1,9754.7,4223.7851,-0.08,-0.0003496558333333,1780239600000.0,27.5165,3230.89,IP,,,-0.035,2026-05-31 22:11:46.810970
IPUSDT,Aster,IP/USDT,0.4376,0.43226371,1.09,3.63,-99.8,0.0,3.63,0,1,26661.2,11666.94112,1.09,0.00125,1780239600000.0,3214.0334,49270.71,IP,,,0.125,2026-05-31 22:11:46.810970
IP-USD-PERP,Paradex,IP/USD,0.422,0.43075237,0.0,2.4898,-99.6,2.4898,0.0,1,0,21128.8,8916.3536,-0.99,-0.050994335889,,3581.1525,24462.59,IP,0.0,2.49,-5.0994,2026-05-31 22:11:46.810970
LDOUSDT,ApeX Omni,LDO/USDT,0.3243,0.325,1.0,12572346.17,69.94,6168172.7,6404173.47,28394,29472,72020.8,23356.34544,4.9,0.00125,,0.0019,-36.67,LDO,,,0.125,2026-05-31 22:11:46.810970
LDOUSDT,Binance,LDO/USDT,0.3247,0.32477297,1.06,7569762.9085,-29.14,3883629.3716,3686133.5269,47119,36860,38323067.0,12443499.8549,3.61,0.01,1780243200000.0,1.6438,46.22,LDO,21.64,1111.09,1.0,2026-05-31 22:11:46.810970
LDO-USDT,BingX,LDO/USDT,0.3245,0.3247,1.06,4024139.6208,-12.94,1352051.2536,2672088.3172,129856,129570,10560333.7134,3426828.29,-13.47,0.01,1780243200000.0,0.8516,-0.61,LDO,,,1.0,2026-05-31 22:11:46.810970
LDO_PERP,WhiteBIT,LDO/USDT,0.3247,0.3249,1.18,3584565.6941,28.22,1571899.3586,2012666.3255,8986,22338,8907716.0,2892335.3852,3.89,0.01,1780243200000.0,0.8069,-18.98,LDO,,,1.0,2026-05-31 22:11:46.810970
LDOUSDT,Bybit,LDO/USDT,0.3246,0.3248,1.09,2545321.35926,-45.83,1140358.08825,1404963.26101,11945,11804,28595813.3,9285060.58,0.96,-0.006682,1780243200000.0,3.6479,86.37,LDO,327.3,0.0,-0.6682,2026-05-31 22:11:46.810970
LDO-USDT-SWAP,OKX,LDO/USDT,0.3245,0.3247,1.06,2042705.3075,-9.38,1149457.791,893247.5165,5731,5298,9692489.0,3146181.9294,4.91,0.01,1780243200000.0,1.5402,15.77,LDO,0.0,1291.06,1.0,2026-05-31 22:11:46.810970
LDO_USDT,MEXC,LDO/USDT,0.3245,0.3246,1.03,1672123.6607,-4.82,725103.8694,947019.7913,4192,4203,11978662.0,3885877.9528,23.11,0.01,1780243200000.0,2.3239,29.34,LDO,,,1.0,2026-05-31 22:11:46.810970
LDOUSDT,Bitunix,LDO/USDT,0.3247,0.3246,1.06,762686.6367,58.46,327513.6523,435172.9844,6020,3826,3244086.0,1053354.7242,120.73,0.01,1780243200000.0,1.3811,39.29,LDO,,,1.0,2026-05-31 22:11:46.810970
LDO-USD,Hyperliquid,LDO/USD,0.32491,0.3249,1.14,748127.804047,40.27,239558.04192,508569.772127,1569,2057,20863017.6,6778603.048416001,10.51,0.00125,1780239600000.0,9.0608,-21.21,LDO,0.0,45.16,0.125,2026-05-31 22:11:46.810970
LDOUSDT_UMCBL,Bitget,LDO/USDT,0.3245,0.3247861044390756,1.06,526114.7954,-59.44,310690.436,215424.3595,1543,1314,10426763.4,3383484.7233,-0.7,0.01,1780243200000.0,6.4311,144.84,LDO,0.0,1936.28,1.0,2026-05-31 22:11:46.810970
LDOUSDT,CoinEx,LDO/USDT,0.3247,0.3247,1.06,451336.3665,252.8,212838.3005,238498.066,4423,4339,557385.0,180982.9095,-4.85,0.0,1780243202628.0,0.401,-73.03,LDO,0.0,301.08,0.0,2026-05-31 22:11:46.810970
LDOUSDTM,KuCoin,LDO/USDT,0.3249,0.3248,1.09,405483.36167,-60.83,189428.9485,216054.43337,3936,3314,8093692.7,2628831.38896,5.25,0.014,1780243140269.0,6.4832,168.68,LDO,,,1.4,2026-05-31 22:11:46.810970
LDO_USDT,Gate,LDO/USDT,0.3238,0.3248,0.75,217134.7841,-66.02,72099.3191,145035.465,711,1182,2346312.0,759735.8256,-9.29,0.0139,1780243200000.0,3.4989,166.93,LDO,,,1.39,2026-05-31 22:11:46.810970
PF_LDOUSD,Kraken,LDO/USDT,0.324,0.32457,1.35,150453.6458,95.84,16833.86,133619.7858,60,307,1801877.0,583808.148,3.02,4.3670833333e-06,1780239600000.0,3.8803,-47.39,LDO,,,0.0004,2026-05-31 22:11:46.810970
LDO-PERP,Coinbase,LDO/USDC,0.3235,0.3242,0.94,85159.7823,145.49,45855.3423,39304.44,226,168,220425.3,71307.58455,-31.87,-0.0032,,0.8373,-72.25,LDO,,,-0.32,2026-05-31 22:11:46.810970
LDO-USD,Extended,LDO/USD,0.3241,0.324288854999,0.87,10457.04,-45.73,3356.11,7100.93,52,74,261920.0,84728.498442,-4.97,0.0013,,8.1025,75.12,LDO,,,0.13,2026-05-31 22:11:46.810970
LDO-USDT,HTX,LDO/USDT,0.3249,0.32466,1.09,1306.3493,-80.4,637.9571,668.3922,471,1710,83663.0,27182.1087,0.06,0.01,1780243200000.0,20.8077,410.52,LDO,,,1.0,2026-05-31 22:11:46.810970
LDOUSDT,Aster,LDO/USDT,0.323,0.32477297,0.16,1261.76,-28.62,763.05,498.71,20,1,231909.0,74906.607,-1.23,0.00125,1780239600000.0,59.3668,38.37,LDO,,,0.125,2026-05-31 22:11:46.810970
LDO-USD-PERP,Paradex,LDO/USD,0.3358,0.3240271,0.0,16.6893,,16.6893,0.0,1,0,40474.0,13591.1692,0.12,-0.023709751282,,814.3642,,LDO,,,-2.371,2026-05-31 22:11:46.810970
LDOUSD-PERP,Crypto.com,LDO/USD,0.3235,0.3244,0.81,3.9,-98.92,1.62,2.28,5,7,149835.0,48471.6225,0.81,0.0041531,1780239600000.0,12428.6212,9236.71,LDO,,,0.4153,2026-05-31 22:11:46.810970
ONDOUSDT,Binance,ONDO/USDT,0.3585,0.35871725,4.12,182404565.73231,83.06,89574029.50001,92830536.2629,410756,406684,120330456.3,43114402.49229,10.82,-0.020968,1780243200000.0,0.2364,-39.45,ONDO,170067.04,189318.94,-2.0968,2026-05-31 22:11:46.810970
ONDO-USDT-SWAP,OKX,ONDO/USDT,0.3586,0.3587,4.12,93068493.516,169.4,44685885.711,48382607.795,50832,49491,37549920.0,13461646.32,11.15,0.005,1780243200000.0,0.1446,-58.76,ONDO,142891.92,156211.02,0.5,2026-05-31 22:11:46.810970
ONDOUSDT,Bybit,ONDO/USDT,0.3587,0.3588,4.15,92704316.3479,70.49,46475049.3326,46229267.0053,176961,175991,110416036.0,39606232.11,25.07,0.005,1780243200000.0,0.4272,-26.65,ONDO,47834.8,42769.71,0.5,2026-05-31 22:11:46.810970
ONDO_USDT,MEXC,ONDO/USDT,0.3583,0.3589,4.04,63399330.696,103.2,31050898.395,32348432.301,16937,16672,60462840.0,21669881.856,7.5,-0.0213,1780243200000.0,0.3418,-47.1,ONDO,,,-2.13,2026-05-31 22:11:46.810970
ONDOUSDT_UMCBL,Bitget,ONDO/USDT,0.3585,0.3589565415428018,4.06,31298847.15095,65.56,15674208.11016,15624639.05119,36173,29530,49949875.1,17907030.22335,5.93,0.0006,1780243200000.0,0.5721,-36.02,ONDO,13729.9,12762.42,0.06,2026-05-31 22:11:46.810970
ONDO_PERP,WhiteBIT,ONDO/USDT,0.3591,0.3589,3.94,25545767.3937,65.42,21260041.13586,4285726.26804,110249,34694,29725561.7,10674449.20647,10.53,0.005,1780243200000.0,0.4179,-33.17,ONDO,,,0.5,2026-05-31 22:11:46.810970
ONDOUSDT,Bitunix,ONDO/USDT,0.3585,0.359,4.12,20999079.53102,75.52,10460095.45726,10538984.08336,27291,24032,10782593.1,3867716.14497,8.86,-0.022079,1780243200000.0,0.1842,-37.98,ONDO,,,-2.2079,2026-05-31 22:11:46.810970
ONDO-USDT,BingX,ONDO/USDT,0.3586,0.359,4.18,16927758.431575,29.61,7731970.130637,9195788.351138,436617,435669,40245419.5258,14427982.9,30.33,0.005,1780243200000.0,0.8523,0.55,ONDO,,,0.5,2026-05-31 22:11:46.810970
ONDO-USD,Hyperliquid,ONDO/USD,0.35859,0.35895,4.07,14236255.8387,199.29,7110163.0113,7126092.8274,11168,10074,29867766.0,10709386.17696,17.58,-0.00262381,1780239600000.0,0.7523,-60.71,ONDO,7424.23,102285.18,-0.2624,2026-05-31 22:11:46.810970
ONDOUSDT,LBank,ONDO/USDT,0.3588,,4.21,13858015.8452,79.99,5927723.6102,7930292.255,75927,76279,7277521.0,2611174.5348,36.96,-0.0232,1780243200000.0,0.1884,-23.91,ONDO,,,-2.32,2026-05-31 22:11:46.810970
ONDO_USDT,Gate,ONDO/USDT,0.3584,0.359008,4.03,11643582.8053,116.31,5767405.8086,5876177.0067,21821,22792,11676274.0,4187111.8564,13.84,-0.0057,1780243200000.0,0.3596,-47.37,ONDO,912.27,12365.76,-0.57,2026-05-31 22:11:46.810970
ONDOUSDT,ApeX Omni,ONDO/USDT,0.3586,0.3587,4.12,8299597.47,108.12,7242949.64,1056647.84,38338,9848,175646.0,62986.6556,1.76,0.00125,,0.0076,-50.97,ONDO,,,0.125,2026-05-31 22:11:46.810970
ONDOUSDTM,KuCoin,ONDO/USDT,0.3588,0.3587,4.09,3566733.024,-21.74,1766812.828,1799920.206,15653,14757,32364360.0,11612332.368,2.33,-0.0049,1780243155261.0,3.2557,30.75,ONDO,,,-0.49,2026-05-31 22:11:46.810970
ONDOUSDT,CoinEx,ONDO/USDT,0.3587,0.3589,4.12,3219134.9764,215.93,1176605.1835,2042529.7929,4574,5436,3896955.0,1398227.454,21.25,0.0,1780243202552.0,0.4343,-61.62,ONDO,0.0,970.33,0.0,2026-05-31 22:11:46.810970
PF_ONDOUSD,Kraken,ONDO/USDT,0.3581,0.358296,4.04,1906061.0658,30.51,949966.1777,956094.8781,2057,1712,3275283.0,1172878.8423,12.26,-0.0034445284722222,1780239600000.0,0.6153,-13.99,ONDO,,,-0.3445,2026-05-31 22:11:46.810970
ONDO-USD,Extended,ONDO/USD,0.3565,0.35853265965,3.6,760057.75,154.43,221105.7,538952.05,224,586,1689840.0,605036.309362,126.68,0.0013,,0.796,-10.91,ONDO,0.0,3980.28,0.13,2026-05-31 22:11:46.810970
ONDO-USDC,BingX,ONDO/USDC,0.3584,0.359,4.0,732747.727921,-1.82,364148.124756,368599.603165,8528,8365,1743813.6604,625505.96,-1.62,0.0055,1780243200000.0,0.8536,0.2,ONDO,,,0.55,2026-05-31 22:11:46.810970
ONDOUSD,EdgeX,ONDO/USD,0.3585,0.358626871,4.06,657842.24968,5.01,296004.60942,361837.63076,1335,1706,230861.7,82763.91945,1.71,0.005,1780243200000.0,0.1258,-3.16,ONDO,,,0.5,2026-05-31 22:11:46.810970
ONDO-PERP,Coinbase,ONDO/USDC,0.358,0.3584,4.04,287840.3365,-29.67,141379.048,146461.2885,680,522,336697.0,120537.526,1.02,-0.0012,,0.4188,43.67,ONDO,,,-0.12,2026-05-31 22:11:46.810970
ONDOPERP,Bybit,ONDO/USDC,0.358,0.3585,4.07,241582.8933,17.65,135126.5479,106456.3354,1186,1239,2427478.0,869279.87,4.36,0.01,1780243200000.0,3.5983,-11.29,ONDO,281.4,0.0,1.0,2026-05-31 22:11:46.810970
ONDOUSDT,Aster,ONDO/USDT,0.3588,0.3590775,4.18,180735.64952,13.48,100212.59512,80523.0544,646,560,501713.0,179262.0549,9.83,0.005,1780243200000.0,0.9918,-3.22,ONDO,0.0,134.77,0.5,2026-05-31 22:11:46.810970
ONDO_USDC,MEXC,ONDO/USDC,0.3582,0.3585,4.19,118482.6843,29.18,60373.2971,58109.3872,3948,3919,353673.0,126721.0359,-14.92,0.0023,1780243200000.0,1.0695,-34.14,ONDO,,,0.23,2026-05-31 22:11:46.810970
ONDO-USDT,HTX,ONDO/USDT,0.3574,0.359039,4.2,107436.9151,-34.76,46098.047,61338.8681,1127,2059,171541.0,61325.9075,-17.97,0.005,1780243200000.0,0.5708,25.73,ONDO,623.42,134.53,0.5,2026-05-31 22:11:46.810970
ONDOUSD-PERP,Crypto.com,ONDO/USD,0.35844,0.35835,4.27,19677.4569,112.73,11842.21,7835.2469,430,383,201840.0,72347.5296,20.47,-0.0141343,1780239600000.0,3.6767,-43.37,ONDO,,,-1.4134,2026-05-31 22:11:46.810970
ONDO-USD-PERP,Paradex,ONDO/USD,0.3588,0.35821089,2.66,2925.72,103.53,1766.78,1158.95,18,16,34737.8,12463.92264,-10.95,-0.019007726522,,4.2601,-56.24,ONDO,,,-1.9008,2026-05-31 22:11:46.810970
TONUSDT,Binance,TON/USDT,1.8789,1.88089963,6.03,138021799.50719,105.4,69136254.44003,68885545.06746,548016,530578,35980030.4,67664045.17024,13.29,-0.000256,1780243200000.0,0.4902,-44.85,TON,240567.06,89997.6,-0.0256,2026-05-31 22:11:46.810970
TONUSDT,Bybit,TON/USDT,1.8788,1.8806,6.02,83005102.89688,50.76,40640346.37654,42364756.52004,318908,328583,36294114.2,68193011.17,18.09,-0.007444,1780243200000.0,0.8216,-21.66,TON,152331.05,24677.56,-0.7444,2026-05-31 22:11:46.810970
TON-USDT-SWAP,OKX,TON/USDT,1.877,1.88,5.93,75361364.927,112.42,37878843.446,37482521.481,23706,23460,12090517.0,22705990.926,23.3,-0.00380187334527,1780243200000.0,0.3013,-41.96,TON,29218.76,59272.95,-0.3802,2026-05-31 22:11:46.810970
TON-USD,Hyperliquid,TON/USD,1.8799,1.8825,6.08,31829293.85794,222.6,15314513.83174,16514780.0361,27622,28197,39392135.00000001,74124180.42950001,28.54,0.00125,1780239600000.0,2.3288,-60.15,TON,133.33,0.0,0.125,2026-05-31 22:11:46.810970
TON_PERP,WhiteBIT,TON/USDT,1.8829,1.883,6.07,26794091.46954,14.01,16749022.41372,10045069.06582,56857,17845,9039874.0,17030218.6286,15.01,0.005,1780243200000.0,0.6356,0.87,TON,,,0.5,2026-05-31 22:11:46.810970
TONUSDT_UMCBL,Bitget,TON/USDT,1.8797,1.8822160744643632,6.11,21431496.47019,115.55,10790363.7897,10641132.69049,27065,26439,9398882.5,17674598.54125,11.27,0.0045,1780243200000.0,0.8247,-48.38,TON,17324.91,3231.13,0.45,2026-05-31 22:11:46.810970
TONUSDT,ApeX Omni,TON/USDT,1.8795,1.8808,6.08,20652554.52,107.95,10318438.39,10334116.13,47412,47594,46394.0,87197.523,-21.2,-0.002628,,0.0042,-62.16,TON,,,-0.2628,2026-05-31 22:11:46.810970
TONUSDT,LBank,TON/USDT,1.8798,,6.07,20090885.77988,21.36,10120089.28534,9970796.48454,89934,89328,62765015.6,118010782.33112,6.34,-0.000256,1780243200000.0,5.8738,-12.38,TON,,,-0.0256,2026-05-31 22:11:46.810970
TONUSDTM,KuCoin,TON/USDT,1.8802,1.8803,6.02,8617499.0458,-16.81,4215063.8074,4402435.2584,29754,30450,34935862.0,65693394.9048,-3.31,0.0129,1780243155334.0,7.6233,16.22,TON,,,1.29,2026-05-31 22:11:46.810970
TONUSDT,Bitunix,TON/USDT,1.8785,1.8818,6.01,8455849.80518,91.57,4207707.78588,4248142.0391,24654,20802,1729446.3,3251013.15474,0.66,2e-06,1780243200000.0,0.3845,-47.45,TON,,,0.0002,2026-05-31 22:11:46.810970
TON_USDT,Gate,TON/USDT,1.8788,1.8821,6.03,8185274.09487,183.36,3921190.265,4264083.81977,20852,19118,2720098.6,5114873.40744,2.05,-0.0042,1780243200000.0,0.6249,-63.98,TON,3379.4,35266.04,-0.42,2026-05-31 22:11:46.810970
TONUSDT,CoinEx,TON/USDT,1.8793,1.8814,6.06,7931302.872,140.01,3364586.4274,4566716.4446,6616,8454,1093825.0,2057594.2075,6.52,0.0,1780243202591.0,0.2594,-55.63,TON,5370.82,13214.0,0.0,2026-05-31 22:11:46.810970
PF_TONUSD,Kraken,TON/USDT,1.879,1.87953,6.22,2492252.0274,100.83,1262591.2819,1229660.7555,2596,3196,904825.1,1700166.3629,17.18,0.0019392673611111,1780239600000.0,0.6822,-41.65,TON,,,0.1939,2026-05-31 22:11:46.810970
TON-USDT,HTX,TON/USDT,1.8974,1.881775,6.83,954696.94719,298.24,642511.9032,312185.05389,2994,4804,396384.3,752099.57082,-15.56,0.1697915537185981,1780243200000.0,0.7878,-78.8,TON,2530.78,149.09,16.9792,2026-05-31 22:11:46.810970
TONUSD,EdgeX,TON/USD,1.879,1.88238328,6.1,935025.2158,9.81,421380.0907,513645.1151,1429,1619,15984.6,30035.0634,-45.9,0.005,1780243200000.0,0.0321,-50.77,TON,,,0.5,2026-05-31 22:11:46.810970
TON-USD,Extended,TON/USD,1.8789,1.877778301812,6.45,617934.02,145.7,314802.85,303131.17,612,674,243328.0,457015.874992,11.75,0.0013,,0.7396,-54.52,TON,,,0.13,2026-05-31 22:11:46.810970
TONUSDT,Aster,TON/USDT,1.8826,1.88134378,6.29,494967.03638,47.52,209312.72958,285654.3069,1028,367,239892.4,451621.43224,-13.44,0.005,1780243200000.0,0.9124,-41.32,TON,239.31,0.0,0.5,2026-05-31 22:11:46.810970
TONPERP,Bybit,TON/USDC,1.8769,1.8786,6.14,367320.807,188.91,187555.8652,179764.9518,1409,1178,329577.2,618583.45,5.5,-0.00515,1780243200000.0,1.684,-63.48,TON,257.98,0.0,-0.515,2026-05-31 22:11:46.810970
TON-PERP,Coinbase,TON/USDC,1.878,1.879,6.04,318724.1292,129.65,180986.8468,137737.2824,963,848,76746.9,144207.4251,3.69,0.0013,,0.4525,-54.84,TON,,,0.13,2026-05-31 22:11:46.810970
TON_USDC,MEXC,TON/USDC,1.877,1.88,6.17,156255.259,46.56,81855.816,74399.453,3999,3914,112876.0,212094.004,-4.96,0.01,1780243200000.0,1.3574,-35.15,TON,,,1.0,2026-05-31 22:11:46.810970
TONUSD,Bybit,TON/USD,1.8721,1.8783,5.79,130527.0,134.02,72630.0,57897.0,984,1060,201339.6,376948.0,11.41,0.01,1780243200000.0,2.8879,-52.39,TON,170.0,0.0,1.0,2026-05-31 22:11:46.810970
TON-USDC,Lighter,TON/USDC,1.89624,1.87952,7.79,89574.07,-97.54,16392.69,73181.39,54,51,2840568.6,5333650.443162,7.61,-0.0006,,59.5446,4276.67,TON,3369.07,0.0,-0.06,2026-05-31 22:11:46.810970
TONUSDT,Bitmex,TON/USDT,1.8787,1.8824,6.53,26910.9986,-6.01,24526.3139,2384.6847,75,120,250885.0,472291.0125,6.8,0.01,1780286400000.0,17.5501,13.63,TON,,,1.0,2026-05-31 22:11:46.810970
TONUSD-PERP,Crypto.com,TON/USD,1.8773,1.8781,6.68,23043.84,214.6,12862.45,10181.39,689,588,55603.0,104383.5119,5.61,0.0147226,1780239600000.0,4.5298,-66.43,TON,,,1.4723,2026-05-31 22:11:46.810970
TON-USD-PERP,Paradex,TON/USD,1.8701,1.87641396,1.38,100.79,83.99,0.0,100.79,0,2,19030.0,35588.003,1.96,-0.037410032902,,353.0906,-44.59,TON,,,-3.741,2026-05-31 22:11:46.810970
WLDUSDT,Binance,WLD/USDT,0.3259,0.32600264,1.75,479729426.5397,118.41,230677667.371,249051759.1687,1108343,1147104,203749036.0,66401810.8324,1.26,0.006265,1780243200000.0,0.1384,-53.63,WLD,1411814.58,1671062.87,0.6265,2026-05-31 22:11:46.810970
WLD-USDT-SWAP,OKX,WLD/USDT,0.3259,0.3261,1.84,287750357.0122,100.06,139174651.3575,148575705.6547,157861,145596,65728524.0,21420925.9716,2.56,-0.00782677044094,1780243200000.0,0.0744,-48.76,WLD,412161.18,593480.85,-0.7827,2026-05-31 22:11:46.810970
WLDUSDT,Bybit,WLD/USDT,0.3259,0.3261,1.88,149063561.97364,95.73,73428523.67892,75635038.31512,399932,414520,133691112.1,43569933.43,0.15,0.01,1780243200000.0,0.2923,-48.84,WLD,144520.12,213528.28,1.0,2026-05-31 22:11:46.810970
WLD_USDT,MEXC,WLD/USDT,0.3259,0.326,1.72,108850917.6059,145.83,53504875.7359,55346041.87,28153,28520,36908524.0,12024797.1192,-12.98,0.006,1780243200000.0,0.1105,-64.59,WLD,,,0.6,2026-05-31 22:11:46.810970
WLDUSDT_UMCBL,Bitget,WLD/USDT,0.3259,0.3261499288719555,1.84,97252515.8581,116.38,46981263.5551,50271252.293,105730,105897,55961344.0,18237802.0096,9.33,0.0001,1780243200000.0,0.1875,-49.49,WLD,92863.31,168813.2,0.01,2026-05-31 22:11:46.810970
WLD_PERP,WhiteBIT,WLD/USDT,0.3255,0.3255,1.69,61678715.3652,76.64,22795715.9702,38882999.385,40234,74929,50445303.0,16419946.1265,1.89,0.01,1780243200000.0,0.2662,-42.32,WLD,,,1.0,2026-05-31 22:11:46.810970
WLD_USDT,Gate,WLD/USDT,0.3259,0.3262,1.81,40700662.1754,157.1,19613951.3709,21086710.8245,61736,67804,13211056.0,4305483.1504,-14.31,0.005,1780243200000.0,0.1058,-66.67,WLD,77520.37,72178.88,0.5,2026-05-31 22:11:46.810970
WLDUSDC,Binance,WLD/USDC,0.3255,0.32579626,1.81,35249823.89638,103.28,17000410.92933,18249412.95755,139545,154813,10078446.7,3281542.24552,1.49,0.004214,1780243200000.0,0.0931,-50.08,WLD,31229.02,47821.13,0.4214,2026-05-31 22:11:46.810970
WLD-USDT,BingX,WLD/USDT,0.3259,0.3261,1.78,34412004.9239678,132.67,16578538.2618247,17833466.6421431,137518,136718,90268295.5481,29400383.86,133.5,0.01,1780243200000.0,0.8544,0.36,WLD,,,1.0,2026-05-31 22:11:46.810970
WLD-USD,Hyperliquid,WLD/USD,0.32603,0.3262,1.84,31519429.286144,86.89,16201234.858984,15318194.43686,26599,25491,70157156.39999999,22869829.843271997,-9.65,-0.00048652,1780239600000.0,0.7256,-51.66,WLD,21038.72,149777.36,-0.0487,2026-05-31 22:11:46.810970
WLDUSDT,ApeX Omni,WLD/USDT,0.3258,0.3261,1.65,28016038.7703,152.9,14227908.21,13788130.5603,65462,63332,255751.6,83323.87128,2.25,0.00125,,0.003,-59.46,WLD,,,0.125,2026-05-31 22:11:46.810970
WLDUSDT,Bitunix,WLD/USDT,0.3259,0.3261,1.88,27798344.5529,115.45,13719397.6202,14078946.9327,63866,61357,7255290.0,2366675.598,-1.82,-0.006209,1780243200000.0,0.0851,-54.44,WLD,,,-0.6209,2026-05-31 22:11:46.810970
WLDUSDTM,KuCoin,WLD/USDT,0.3263,0.3262,1.91,14562529.8014,-4.58,7147064.0565,7415465.7449,44045,44930,52181369.0,17016344.4309,54.52,0.0137,1780243155357.0,1.1685,61.95,WLD,,,1.37,2026-05-31 22:11:46.810970
WLDUSDT,CoinEx,WLD/USDT,0.326117,0.326,1.81,9386825.085309,253.06,4892024.212114,4494800.883295,7940,8380,1119590.0,365117.33203,5.14,0.0,1780243202660.0,0.0389,-70.21,WLD,16687.68,47535.27,0.0,2026-05-31 22:11:46.810970
PF_WLDUSD,Kraken,WLD/USDT,0.3259,0.3257,1.46,3038084.1277,29.77,1392520.1664,1645563.9613,4508,4412,1953726.0,636719.3034,8.49,0.0025264234722222,1780239600000.0,0.2096,-16.39,WLD,,,0.2526,2026-05-31 22:11:46.810970
WLDUSDT,Aster,WLD/USDT,0.325,0.32586078,1.56,1975692.7589,109.56,989590.3548,986102.4041,1309,1494,798378.0,259472.85,-1.28,0.01,1780243200000.0,0.1313,-52.91,WLD,18239.09,131003.47,1.0,2026-05-31 22:11:46.810970
WLD-PERP,Coinbase,WLD/USDC,0.3254,0.3257,1.75,1818018.95887,28.7,868562.3378,949456.63087,4344,4546,872346.5,283861.5511,-1.32,-0.0004,,0.1561,-23.33,WLD,,,-0.04,2026-05-31 22:11:46.810970
WLD-USDT,HTX,WLD/USDT,0.3242,0.32608,1.63,1128555.6209,33.53,567799.1165,560756.4844,4752,4155,1607798.0,521248.1116,-4.45,-0.0344726410009138,1780243200000.0,0.4619,-28.43,WLD,7909.65,11179.14,-3.4473,2026-05-31 22:11:46.810970
WLD-USDC,BingX,WLD/USDC,0.3259,0.32612,1.85,1077364.45414614,54.12,548741.19743424,528623.2767119,27089,26766,2828145.0628,921381.38,55.01,0.011,1780243200000.0,0.8552,0.58,WLD,,,1.1,2026-05-31 22:11:46.810970
WLDUSDT,Bitmex,WLD/USDT,0.3257,0.326,1.56,911925.3048,37.51,410901.199,501024.1058,477,544,916614.0,298816.164,9.12,0.01,1780286400000.0,0.3277,-20.63,WLD,,,1.0,2026-05-31 22:11:46.810970
WLDUSDC,Bitunix,WLD/USDC,0.3257,0.3252,1.91,780866.26933,94.57,387007.2097,393859.04973,11311,11477,986012.3,320848.40242,56.18,0.003815,1780243200000.0,0.4109,-19.73,WLD,,,0.3815,2026-05-31 22:11:46.810970
WLDPERP,Bybit,WLD/USDC,0.3257,0.3258,1.91,561881.4458,71.27,266671.6498,295209.7961,4254,4861,2734507.0,890628.93,2.17,0.01,1780243200000.0,1.5851,-40.34,WLD,8488.13,3908.29,1.0,2026-05-31 22:11:46.810970
WLD-USD,Extended,WLD/USD,0.3284,0.325690943874,2.53,553250.89,72.61,265150.4,288100.49,522,612,384224.0,124984.178132,-11.5,0.0013,,0.2259,-48.73,WLD,,,0.13,2026-05-31 22:11:46.810970
WLD-USDC,Lighter,WLD/USDC,0.32581,0.32569,11.59,439222.043706,-74.86,206335.319636,232886.72407,626,463,17013700.2,5546296.128198,24.31,0.0012,,12.6275,394.38,WLD,0.0,11897.45,0.12,2026-05-31 22:11:46.810970
WLD_USDC,MEXC,WLD/USDC,0.3254,0.3256,1.97,311796.8583,97.23,149397.4775,162399.3808,4106,4069,260307.0,84677.8671,-41.44,0.0039,1780243200000.0,0.2716,-70.31,WLD,,,0.39,2026-05-31 22:11:46.810970
WLDUSD-PERP,Crypto.com,WLD/USD,0.3248,0.3256,1.28,17763.2128,-44.39,4071.0762,13692.1366,1197,1069,76545.0,24861.816,5.96,0.0002629,1780239600000.0,1.3996,90.53,WLD,,,0.0263,2026-05-31 22:11:46.810970
WLD-USD-PERP,Paradex,WLD/USD,0.3265,0.32557012,9.86,1054.3,82.47,546.48,507.82,4,5,21783.0,7112.1495,9.86,-0.01143903736,,6.7458,-39.8,WLD,,,-1.1439,2026-05-31 22:11:46.810970
