instrument,exchange,symbol,price,index_price,price_change_24h_pct,volume_24h_usd,volume_usd_change_percent_24h,long_volume_usd,short_volume_usd,long_volume_quantity,short_volume_quantity,open_interest_quantity,open_interest_usd,open_interest_change_percent_24h,funding_rate,next_funding_timestamp,open_interest_volume_radio,oi_vol_ratio_change_percent_24h,requested_instrument,long_liquidation_usd,short_liquidation_usd,funding_rate_pct,fetch_timestamp
ETH-USD-260731,OKX,ETH/USD,2023.09,2018.28,-0.15,25060.0,-92.41,24570.0,490.0,18,14,975.9137035715702,1969550.0,0.04,,,78.5934,1217.93,ETH,,,,2026-05-31 22:11:46.810970
ETHUSDCM,KuCoin,ETH/USDC,2022.29,2019.71,-0.03,20502.9394,-94.01,14180.7094,6322.23,174,171,3431.948,6940394.12092,0.86,-0.0259,1780243185200.0,338.5073,1584.84,ETH,,,-2.59,2026-05-31 22:11:46.810970
FF_ETHUSD_261225,Kraken,ETH/USDT,2057.0,2018.3,0.69,16348.47,-70.29,0.0,16348.47,0,10,148.143,304730.151,-4.44,,,18.6397,221.61,ETH,,,,2026-05-31 22:11:46.810970
ETH-USD-260612,OKX,ETH/USD,2018.79,2018.28,-0.14,12060.0,-93.2,1960.0,10100.0,130,118,378.9194117413882,764720.0,0.88,,,63.4096,1382.75,ETH,,,,2026-05-31 22:11:46.810970
ETH260612,HTX,ETH/USD,2020.555,2019.0554039066667,-0.06,11660.0,66.41,5710.0,5950.0,345,365,2.415542630862517,4880.0,34.07,,,0.4185,-19.44,ETH,,,,2026-05-31 22:11:46.810970
FF_ETHUSD_260626,Kraken,ETH/USDT,2025.7,2018.29,0.29,5341.7709,-91.7,5341.7709,0.0,1,0,155.697,315395.4129,-0.85,,,59.0432,1094.24,ETH,,,,2026-05-31 22:11:46.810970
ETHUSDT-25DEC26,Bybit,ETH/USDT,2060.13,2021.18,0.11,3787.8535,-82.86,2553.2513,1234.6022,34,24,3133.4,6441487.05,-0.13,,0.0,1700.5639,482.53,ETH,0.0,363.37,,2026-05-31 22:11:46.810970
ETHUSDT-31JUL26,Bybit,ETH/USDT,2028.76,2021.18,-0.21,2359.2014,-98.89,1038.8314,1320.37,25,11,1294.74,2627920.83,-0.07,,0.0,1113.9027,8926.11,ETH,,,,2026-05-31 22:11:46.810970
ETHUSDT-26MAR27,Bybit,ETH/USDT,2078.15,2021.18,0.44,852.4752,-48.42,478.4952,373.98,12,9,2915.12,6048290.98,-0.1,,0.0,7094.9759,93.67,ETH,,,,2026-05-31 22:11:46.810970
FF_ETHUSD_260925,Kraken,ETH/USDT,2033.7,2018.3,-0.22,620.18,-88.99,310.86,309.33,2,9,181.7,369523.29,-0.3,,,595.8323,805.51,ETH,,,,2026-05-31 22:11:46.810970
ETHM26,Bitmex,ETH/BTC,2030.468,2017.699978,0.11,0.04,,0.0,0.04,0,1,59.35,120322.60046994,-0.21,,,3008065.0117,,ETH,,,,2026-05-31 22:11:46.810970
JUPUSDT,ApeX Omni,JUP/USDT,0.184,0.1845,-0.11,12781839.588,29.91,6063958.938,6717880.65,28030,30948,516848.0,95100.032,3.38,0.00125,,0.0074,-20.43,JUP,,,0.125,2026-05-31 22:11:46.810970
JUPUSDT,LBank,JUP/USDT,0.1842,,-0.11,11492542.5194,2.1,5762438.921,5730103.6084,60748,60946,745739.0,137365.1238,197.53,-0.006733,1780243200000.0,0.012,192.68,JUP,,,-0.6733,2026-05-31 22:11:46.810970
JUP-USDT,BingX,JUP/USDT,0.1842,0.1844,0.0,7899182.388677,-16.82,3341156.569588,4558025.858989,432349,432217,36487383.9935,6724624.87,-16.69,-0.0006,1780243200000.0,0.8513,0.16,JUP,,,-0.06,2026-05-31 22:11:46.810970
JUP_PERP,WhiteBIT,JUP/USDT,0.1844,0.1846,-0.05,6274890.1625,-10.96,2909318.5679,3365571.6046,19625,26628,12573355.0,2316011.991,-1.36,0.005,1780243200000.0,0.3691,10.81,JUP,,,0.5,2026-05-31 22:11:46.810970
JUPUSDT,Binance,JUP/USDT,0.1843,0.18448472,-0.05,5476813.161,-50.6,2466261.5346,3010551.6264,28799,31871,56057668.0,10331428.2124,-0.69,-0.006753,1780243200000.0,1.8864,101.0,JUP,797.88,29235.71,-0.6753,2026-05-31 22:11:46.810970
JUPUSDT,Bybit,JUP/USDT,0.18431,0.18448,-0.05,2556944.74105,-63.77,1129069.12171,1427875.61944,21849,23685,39588624.0,7295787.52,-0.23,-0.001011,1780243200000.0,2.8533,175.42,JUP,101.84,213.23,-0.1011,2026-05-31 22:11:46.810970
JUP_USDT,MEXC,JUP/USDT,0.1843,0.1845,0.0,1287433.676,-31.99,665276.069,622157.617,4343,4327,9319550.0,1716661.11,10.91,-0.0067,1780243200000.0,1.3334,63.07,JUP,,,-0.67,2026-05-31 22:11:46.810970
JUP-USDT-SWAP,OKX,JUP/USDT,0.1842,0.1844,-0.05,1285895.497,-68.93,593255.258,692640.239,2972,3773,11700530.0,2155237.626,-4.4,-0.00117307826792,1780243200000.0,1.6761,207.77,JUP,139.27,0.0,-0.1173,2026-05-31 22:11:46.810970
JUP-USD,Hyperliquid,JUP/USD,0.18419,0.18455,-0.1,1271714.17523,9.72,716349.54232,555364.63301,2996,2245,20820726.0,3837051.59454,1.73,-0.0034016,1780239600000.0,3.0172,-7.28,JUP,106.1,0.0,-0.3402,2026-05-31 22:11:46.810970
JUPUSDT_UMCBL,Bitget,JUP/USDT,0.1842,0.1844812645526414,0.0,937223.6019,-58.23,366371.9317,570851.6602,1409,1539,11777149.0,2169350.8458,4.11,-0.0037,1780243200000.0,2.3147,149.24,JUP,0.0,88.11,-0.37,2026-05-31 22:11:46.810970
JUPUSDTM,KuCoin,JUP/USDT,0.1845,0.1845,-0.05,704482.4881,-74.82,343508.1443,360974.3438,3064,3275,17370242.0,3204809.649,2.63,-0.005,1780243185244.0,4.5492,307.67,JUP,,,-0.5,2026-05-31 22:11:46.810970
JUP-USD,Extended,JUP/USD,0.1846,0.1842829461,0.0,366694.11,-33.47,299060.22,67633.89,770,72,2324486.0,427216.280668,-17.84,0.0013,,1.165,23.49,JUP,,,0.13,2026-05-31 22:11:46.810970
JUPUSDT,Bitunix,JUP/USDT,0.1842,0.1844,-0.05,359347.9144,-48.4,178739.1569,180608.7475,3408,3974,2621084.0,482803.6728,5.57,-0.007124,1780243200000.0,1.3436,104.6,JUP,,,-0.7124,2026-05-31 22:11:46.810970
JUP_USDT,Gate,JUP/USDT,0.1842,0.18446,0.0,195182.8593,-66.08,87661.5436,107521.3057,804,674,1950306.0,359246.3652,-2.84,-0.0128,1780243200000.0,1.8406,186.43,JUP,9.24,140.72,-1.28,2026-05-31 22:11:46.810970
JUPUSDT,CoinEx,JUP/USDT,0.184517,0.184493,-0.06,190951.390488,39.57,108848.995401,82102.395387,4914,3889,1096610.0,202343.18737,32.88,0.0,1780243176576.0,1.0597,-4.79,JUP,,,0.0,2026-05-31 22:11:46.810970
JUP-PERP,Coinbase,JUP/USDC,0.1841,0.18426,-0.37,67602.3055,14.9,15672.9555,51929.35,90,68,513605.2,94554.71732,12.86,0.0002,,1.3987,-1.78,JUP,,,0.02,2026-05-31 22:11:46.810970
JUP-USDT,HTX,JUP/USDT,0.1825,0.184476,0.0,32923.4908,-9.55,23761.1394,9162.3514,605,1753,637428.0,116330.61,25.29,0.005,1780243200000.0,3.5334,38.52,JUP,,,0.5,2026-05-31 22:11:46.810970
PF_JUPUSD,Kraken,JUP/USDT,0.1841,0.184262,-0.43,12237.4886,-84.64,3889.6076,8347.881,62,49,994800.0,183142.68,-0.75,-0.0040310830555556,1780239600000.0,14.9657,545.99,JUP,,,-0.4031,2026-05-31 22:11:46.810970
JUPUSDT,Aster,JUP/USDT,0.1848,0.18449251,0.54,1563.62,-33.64,1388.45,175.16,15,5,219851.0,40628.4648,1.69,0.00125,1780239600000.0,25.9836,53.23,JUP,,,0.125,2026-05-31 22:11:46.810970
JUPUSD-PERP,Crypto.com,JUP/USD,0.18424,0.18429,-0.39,514.1848,-76.11,6.2948,507.89,34,31,108663.0,20020.07112,0.25,-0.0022917,1780239600000.0,38.9356,319.59,JUP,,,-0.2292,2026-05-31 22:11:46.810970
JUP-USD-PERP,Paradex,JUP/USD,0.1857,0.18396871,0.32,342.36,-92.79,0.0,342.36,0,3,176807.0,32833.0599,1.5,-0.105288124024,,95.9021,1307.04,JUP,0.0,0.37,-10.5288,2026-05-31 22:11:46.810970
JUPUSDT,Bitmex,JUP/USDT,0.18,0.1864,0.0,82.8,63.5,82.8,0.0,2,0,521920.0,97285.888,2.08,0.01,1780228800000.0,1174.9503,-37.57,JUP,,,1.0,2026-05-31 22:11:46.810970
JUP-USDC,Lighter,JUP/USDC,0.18539,0.18428,5.94,0.02,-100.0,0.02,0.0,1,0,5371284.4,988423.755288,-1.57,0.0012,,49421187.7644,722130701.08,JUP,,,0.12,2026-05-31 22:11:46.810970
HYPEUSDT,Binance,HYPE/USDT,68.243,68.22221429,0.51,1356214312.08857,-37.32,678107271.10339,678107041.04558,1541295,1529648,7455216.7,508669435.441,-0.25,0.005,1780243200000.0,0.3751,59.14,HYPE,2087577.05,705992.1,0.5,2026-05-31 22:11:46.810970
HYPE-USD,Hyperliquid,HYPE/USD,68.261,68.168,0.57,862994450.30481,-36.25,445406236.07999,417588214.24502,324930,210305,22272679.240000032,1519442177.7528021,-2.28,0.00399948,1780239600000.0,1.7607,53.29,HYPE,1438172.77,13035.52,0.3999,2026-05-31 22:11:46.810970
HYPE-USDT-SWAP,OKX,HYPE/USDT,68.22,68.28,0.49,635453559.226,-39.65,315973240.727,319480318.489,95705,100608,1673721.1,114013881.332,-4.49,0.01,1780243200000.0,0.1794,58.2,HYPE,267739.11,772843.65,1.0,2026-05-31 22:11:46.810970
HYPEUSDT,Bybit,HYPE/USDT,68.227,68.248,0.5,470105017.36996,-35.21,236211359.07568,233893658.31368,522012,531440,3964746.94,270443318.27,6.97,0.01,1780243200000.0,0.5753,65.13,HYPE,302461.65,141721.85,1.0,2026-05-31 22:11:46.810970
HYPE_USDT,MEXC,HYPE/USDT,68.217,68.158,0.48,380220989.5227,-13.18,193525608.3451,186695381.1776,130496,125402,1175835.8,80086176.338,-6.4,-0.0063,1780243200000.0,0.2106,7.78,HYPE,,,-0.63,2026-05-31 22:11:46.810970
HYPEUSDT_UMCBL,Bitget,HYPE/USDT,68.203,68.18850987651878,0.48,162896572.08485,-41.41,77351017.72704,85545554.35781,150545,148504,2262560.63,154155043.40379,1.95,-0.01,1780243200000.0,0.9463,73.98,HYPE,191090.05,141060.59,-1.0,2026-05-31 22:11:46.810970
HYPEUSDT,Bitunix,HYPE/USDT,68.25,68.085,0.53,124124768.8092,-27.67,62971231.43283,61153537.37697,129432,126437,551161.4,37533540.1786,14.81,0.00495,1780243200000.0,0.3024,58.74,HYPE,,,0.495,2026-05-31 22:11:46.810970
HYPE-USDT,BingX,HYPE/USDT,68.236,68.228,0.51,120071275.6470142,-20.12,58704285.210212,61366990.4466022,472936,469186,1502833.9841,102479752.21,-19.95,-0.01,1780243200000.0,0.8535,0.21,HYPE,,,-1.0,2026-05-31 22:11:46.810970
HYPE_PERP,WhiteBIT,HYPE/USDT,68.149,68.066,0.55,115145927.10689,-19.26,56993645.60922,58152281.50777,18011,19142,1694638.77,115448960.84502,-1.04,0.005,1780243200000.0,1.0026,22.55,HYPE,,,0.5,2026-05-31 22:11:46.810970
HYPE_USDT,Gate,HYPE/USDT,68.246,68.211,0.55,95553796.8308,-10.63,49623562.7678,45930234.063,66091,65032,601063.2,41005132.5672,-6.05,0.005,1780243200000.0,0.4291,5.12,HYPE,117454.98,35314.59,0.5,2026-05-31 22:11:46.810970
HYPE-USD,Extended,HYPE/USD,68.195,68.195516495406,0.56,88672350.74,-50.38,43492151.08,45180199.68,58616,61466,565849.18,38440763.520497,15.62,0.0013,,0.4335,133.06,HYPE,8482.51,1393.82,0.13,2026-05-31 22:11:46.810970
HYPEUSDT,Aster,HYPE/USDT,68.205,68.2725,0.44,72997736.89817,-34.48,38041777.1787,34955959.71967,41197,35601,198425.72,13530054.56964,1.82,-0.031588,1780243200000.0,0.1853,55.32,HYPE,167582.45,230465.25,-3.1588,2026-05-31 22:11:46.810970
HYPEUSDT,LBank,HYPE/USDT,68.264,,0.54,37474882.1802,-31.14,15698609.4132,21776272.757,316598,314937,492570.4,33600689.836,0.66,0.005,1780243200000.0,0.8966,46.17,HYPE,,,0.5,2026-05-31 22:11:46.810970
HYPE-USD,BingX,HYPE/USD,68.259,68.145,0.55,35245260.0,-0.08,17643650.0,17601610.0,444207,443545,192725.1701,13147903.8293921,-1.93,0.015,1780243200000.0,0.373,-1.87,HYPE,,,1.5,2026-05-31 22:11:46.810970
HYPEUSDTM,KuCoin,HYPE/USDT,68.299,68.211,0.55,31134529.113,-64.42,15332175.0147,15802354.0983,61950,63110,1915662.8,130675022.2392,0.36,0.0033,1780243185231.0,4.1971,182.08,HYPE,,,0.33,2026-05-31 22:11:46.810970
HYPEUSD,EdgeX,HYPE/USD,68.264,68.175,0.49,24256711.58365,-37.02,11845686.00654,12411025.58791,10644,11402,1012592.12,69018278.8992,0.57,0.005426,1780243200000.0,2.8453,59.68,HYPE,,,0.5426,2026-05-31 22:11:46.810970
HYPEUSDT,CoinEx,HYPE/USDT,68.24,68.17,0.43,22206626.3169,20.1,11443856.6461,10762769.6808,10616,8939,81294.3,5540206.545,-16.11,-0.00974,1780243176535.0,0.2495,-30.15,HYPE,6322.46,0.0,-0.974,2026-05-31 22:11:46.810970
